_id,createdAt,label,name,updatedAt
62d34c1418439a19db54a850,2022-07-16T23:39:00.442Z,Bases de datos,database,2022-07-16T23:39:00.442Z
62d34c1418439a19db54a851,2022-07-16T23:39:00.443Z,Frameworks,framework,2022-07-16T23:39:00.443Z
62d34c1418439a19db54a852,2022-07-16T23:39:00.444Z,Librerías,library,2022-07-16T23:39:00.444Z
62d34c1418439a19db54a853,2022-07-16T23:39:00.444Z,Paradigmas,paradigm,2022-07-16T23:39:00.444Z
62d34c1418439a19db54a854,2022-07-16T23:39:00.444Z,Patrones,pattern,2022-07-16T23:39:00.444Z
62d34c1418439a19db54a855,2022-07-16T23:39:00.445Z,Lenguajes,language,2022-07-16T23:39:00.445Z
62d34c1418439a19db54a856,2022-07-16T23:39:00.445Z,Herramientas,tool,2022-07-16T23:39:00.445Z
